building,split,method,MAE,RMSE,MAPE,bias,actual_p75,peak_quartile_MAE,peak_quartile_bias,daily_peak_hour_MAE,daily_peak_hour_exact_rate,daily_top3_overlap,peak_region_threshold,peak_region_MAE,peak_region_RMSE,normalized_MAE,normalized_RMSE,normalized_peak_region_MAE,normalized_peak_region_RMSE,no_battery_peak,post_dispatch_peak,absolute_peak_reduction,peak_reduction_percentage,mean_daily_peak,worst_10pct_daily_peak,mean_regret_vs_oracle,p90_regret,max_regret,oracle_capture_ratio,battery_throughput,equivalent_full_cycles
Robin_office_Addie,test,DayWeek,2.6324305555555556,3.3854955119023735,23.651148670422327,0.5824305555555556,17.625,2.3994444444444447,-1.1794444444444445,4.4,0.1,0.3,17.625,2.3994444444444447,3.0250344350657126,0.1257794613821604,0.16176145695472466,0.11464721422630139,0.14453836250383217,27.6,25.673052647077917,1.9269473529220846,6.981693307688712,18.731444745763067,24.987650348227344,3.7529968503168774,6.835818977492818,7.4123074279707915,-1.9397873940047625,1495.1934231366672,14.100283748330106
Robin_office_Addie,test,LightGBM,2.8409720822557145,3.827321840021551,29.13459935740051,1.83708924028531,17.625,1.703165821100561,0.11464976041312937,5.5,0.1,0.27777777777777773,17.625,1.703165821100561,2.039150758375568,0.13574372837822699,0.18287224274848687,0.08137851126611134,0.09743211782898253,27.6,24.49850618893199,3.1014938110680106,11.23729641691308,17.50994236621859,23.861348147275134,2.5314944707724,4.488436644414505,5.78450703001397,-0.7486968428021008,1144.870776440374,10.796598321784309
Robin_office_Addie,test,XGBoost,3.1072407595316576,4.051020670627421,31.881009330040893,2.2727602582507664,17.625,1.817986502117581,0.12920368088616263,4.766666666666667,0.03333333333333333,0.27777777777777773,17.625,1.817986502117581,2.1220437856421497,0.14846624093986996,0.19356073683470124,0.08686472756282414,0.10139280742815299,27.6,24.123550248372425,3.4764497516275767,12.595832433433248,17.262281974189623,23.173194566716305,2.2838340787434337,3.555786395971041,4.864306277234519,-0.37865459023521225,1057.5803404157373,9.973413911381561
Robin_office_Addie,test,CatBoost,2.843273639142827,3.8106084132889175,29.654923556468106,1.7353284462386331,17.625,1.4102197820758966,-0.6376555609307606,5.733333333333333,0.0,0.28888888888888886,17.625,1.4102197820758966,1.7984097903456924,0.13585369845321735,0.18207366296910987,0.06738133480696505,0.08592933792562922,27.6,23.946673158449663,3.6533268415503386,13.236691454892531,17.498294696632126,23.434056724625787,2.5198468011859365,4.282227268582674,5.308461379760825,-0.5985486324655702,1097.4903339560647,10.349781426516888
Robin_office_Addie,test,Phase8_DOEF,2.8409720822557145,3.827321840021551,29.13459935740051,1.83708924028531,17.625,1.703165821100561,0.11464976041312937,5.5,0.1,0.27777777777777773,17.625,1.703165821100561,2.039150758375568,0.13574372837822699,0.18287224274848687,0.08137851126611134,0.09743211782898253,27.6,24.49850618893199,3.1014938110680106,11.23729641691308,17.50994236621859,23.861348147275134,2.5314944707724,4.488436644414505,5.78450703001397,-0.7486968428021008,1144.870776440374,10.796598321784309
Robin_office_Addie,test,PeakAwareLightGBM,2.8409720822557145,3.827321840021551,29.13459935740051,1.83708924028531,17.625,1.703165821100561,0.11464976041312937,5.5,0.1,0.27777777777777773,17.625,1.703165821100561,2.039150758375568,0.13574372837822699,0.18287224274848687,0.08137851126611134,0.09743211782898253,27.6,24.49850618893199,3.1014938110680106,11.23729641691308,17.50994236621859,23.861348147275134,2.5314944707724,4.488436644414505,5.78450703001397,-0.7486968428021008,1144.870776440374,10.796598321784309
Lamb_office_Gerardo,test,Persistence,5.005041666666666,9.873221478378326,40.74620189607698,0.5113194444444443,21.475,9.468499999999999,-5.646055555555555,2.5,0.36666666666666664,0.5333333333333332,21.475,9.468499999999999,14.34704543722427,0.5857434507216275,1.1554698649163846,1.1081050333895448,1.6790445438302497,53.61,52.19,1.4200000000000017,2.6487595597836258,25.83947210088309,50.569409309458614,2.633596219399607,5.306453487553355,6.33142197070809,-0.25609013677645487,567.5340993165049,13.108994201121602
Lamb_office_Gerardo,test,Day,5.005041666666666,9.873221478378326,40.74620189607698,0.5113194444444443,21.475,9.468499999999999,-5.646055555555555,2.5,0.36666666666666664,0.5333333333333332,21.475,9.468499999999999,14.34704543722427,0.5857434507216275,1.1554698649163846,1.1081050333895448,1.6790445438302497,53.61,52.19,1.4200000000000017,2.6487595597836258,25.83947210088309,50.569409309458614,2.633596219399607,5.306453487553355,6.33142197070809,-0.25609013677645487,567.5340993165049,13.108994201121602
Lamb_office_Gerardo,test,Week,5.2271925,9.68848910684593,45.58776093563713,1.4695019444444446,21.475,7.239223888888888,-1.6694461111111114,3.7,0.16666666666666666,0.5222222222222223,21.475,7.239223888888888,12.747897591073595,0.6117419147432095,1.1338505090812432,0.8472113248256442,1.4918951772512126,53.61,52.19,1.4200000000000017,2.6487595597836258,26.03320510673904,50.36771314426687,2.827329225255551,6.100048247492395,8.119999999999997,-0.2082666528961032,506.66476735971696,11.703024549943548
Lamb_office_Gerardo,test,DayWeek,4.456230416666666,7.746819130987193,37.845652070217625,0.9904106944444444,21.475,7.332195277777777,-3.657750833333333,2.8,0.3,0.48888888888888893,21.475,7.332195277777777,11.968060968948075,0.5215156946350448,0.9066155433073168,0.8580918300787461,1.4006303637961997,53.61,52.19,1.4200000000000017,2.6487595597836258,26.33635783341203,50.41356122686275,3.130481951928546,5.630684918654199,7.379999999999988,-0.6222282429371959,651.1763879383852,15.040977279906244
