building,split,method,MAE,RMSE,MAPE,bias,actual_p75,peak_quartile_MAE,peak_quartile_bias,daily_peak_hour_MAE,daily_peak_hour_exact_rate,daily_top3_overlap,peak_region_threshold,peak_region_MAE,peak_region_RMSE,normalized_MAE,normalized_RMSE,normalized_peak_region_MAE,normalized_peak_region_RMSE
Hog_office_Lavon,test,Day,1.5839638888888887,2.5594837559988974,15.441282159944913,-0.016936111111111096,14.5745,1.5053722222222221,-1.1361166666666667,10.266666666666667,0.0,0.24444444444444438,14.5745,1.5053722222222221,2.349851984700313,0.005324193493346093,0.008603218075617544,0.00506002254649994,0.007898580728405375
Hog_office_Lavon,test,Week,3.4203416666666664,4.521126298955948,33.44668663736214,-0.09823888888888917,14.5745,3.2903166666666666,-3.0387055555555555,9.6,0.06666666666666667,0.28888888888888886,14.5745,3.2903166666666666,4.568382158926724,0.011496828289097835,0.015196906566085047,0.011059773969975735,0.015355748155810535
Hog_office_Lavon,test,DayWeek,2.3185902777777776,3.0135117034459245,22.782562131427998,-0.05758750000000011,14.5745,2.2565444444444442,-2.087411111111111,8.833333333333334,0.06666666666666667,0.32222222222222213,14.5745,2.2565444444444442,3.0090192339032997,0.007793500443586122,0.01012934670806411,0.007584945170047469,0.010114246125736645
Hog_office_Lavon,test,LightGBM,12.676097910965105,15.215975741440655,141.48635068601132,12.673893890589516,14.5745,6.066380444618671,6.057564363116315,8.4,0.03333333333333333,0.08888888888888889,14.5745,6.066380444618671,7.678111390987325,0.04260829334052619,0.051145609824677744,0.02039098461648476,0.025808511794897897
Hog_office_Lavon,test,XGBoost,12.919779512776268,16.57188355775454,148.10337915892708,12.863130415757496,14.5745,6.215417288716633,5.988820900641548,7.566666666666666,0.03333333333333333,0.10000000000000002,14.5745,6.215417288716633,9.420287891676118,0.04342738271996984,0.055703236184619274,0.02089194363529915,0.031664506905830885
Hog_office_Lavon,test,CatBoost,14.272431599852398,24.263510553805826,142.93674733402383,9.720415186609904,14.5745,12.827712618106329,3.923864410947942,7.466666666666667,0.03333333333333333,0.02222222222222222,14.5745,12.827712618106329,25.288586952200575,0.047974065565008446,0.08155717811655815,0.043117917355896346,0.0850027775578083
Hog_office_Lavon,test,Phase8_DOEF,2.3185902777777776,3.0135117034459245,22.782562131427998,-0.05758750000000011,14.5745,2.2565444444444442,-2.087411111111111,8.833333333333334,0.06666666666666667,0.32222222222222213,14.5745,2.2565444444444442,3.0090192339032997,0.007793500443586122,0.01012934670806411,0.007584945170047469,0.010114246125736645
Hog_office_Lavon,test,PeakAwareLightGBM,12.676097910965105,15.215975741440655,141.48635068601132,12.673893890589516,14.5745,6.066380444618671,6.057564363116315,8.4,0.03333333333333333,0.08888888888888889,14.5745,6.066380444618671,7.678111390987325,0.04260829334052619,0.051145609824677744,0.02039098461648476,0.025808511794897897
Hog_office_Joey,test,Persistence,67.87595694444444,106.09260291286282,5.587313885996922,-9.958148611111111,1340.6132499999999,82.11776111111112,-62.739661111111104,1.8333333333333333,0.16666666666666666,0.4333333333333334,1340.6132499999999,82.11776111111112,127.83805854302544,0.05700342521023035,0.0890984382062113,0.06896394341460431,0.107360655189626
Hog_office_Joey,test,Day,67.87595694444444,106.09260291286282,5.587313885996922,-9.958148611111111,1340.6132499999999,82.11776111111112,-62.739661111111104,1.8333333333333333,0.16666666666666666,0.4333333333333334,1340.6132499999999,82.11776111111112,127.83805854302544,0.05700342521023035,0.0890984382062113,0.06896394341460431,0.107360655189626
