building,split,method,no_battery_peak,post_dispatch_peak,absolute_peak_reduction,peak_reduction_percentage,mean_daily_peak,worst_10pct_daily_peak,mean_regret_vs_oracle,p90_regret,max_regret,oracle_capture_ratio,battery_throughput,equivalent_full_cycles
Robin_office_Addie,test,CatBoost,27.6,23.946673158449663,3.6533268415503386,13.236691454892531,17.498294696632126,23.434056724625787,2.5198468011859365,4.282227268582674,5.308461379760825,-0.5985486324655702,1097.4903339560647,10.349781426516888
Robin_office_Addie,test,Phase8_DOEF,27.6,24.49850618893199,3.1014938110680106,11.23729641691308,17.50994236621859,23.861348147275134,2.5314944707724,4.488436644414505,5.78450703001397,-0.7486968428021008,1144.870776440374,10.796598321784309
Robin_office_Addie,test,PeakAwareLightGBM,27.6,24.49850618893199,3.1014938110680106,11.23729641691308,17.50994236621859,23.861348147275134,2.5314944707724,4.488436644414505,5.78450703001397,-0.7486968428021008,1144.870776440374,10.796598321784309
Lamb_office_Gerardo,test,Oracle,53.61,48.48313943280063,5.1268605671993726,9.563254182427482,23.20587588148349,46.9998060994673,0.0,0.0,0.0,1.0,546.4660862728532,12.622361836386167
Lamb_office_Gerardo,test,Persistence,53.61,52.19,1.4200000000000017,2.6487595597836258,25.83947210088309,50.569409309458614,2.633596219399607,5.306453487553355,6.33142197070809,-0.25609013677645487,567.5340993165049,13.108994201121602
Lamb_office_Gerardo,test,Day,53.61,52.19,1.4200000000000017,2.6487595597836258,25.83947210088309,50.569409309458614,2.633596219399607,5.306453487553355,6.33142197070809,-0.25609013677645487,567.5340993165049,13.108994201121602
Lamb_office_Gerardo,test,Week,53.61,52.19,1.4200000000000017,2.6487595597836258,26.03320510673904,50.36771314426687,2.827329225255551,6.100048247492395,8.119999999999997,-0.2082666528961032,506.66476735971696,11.703024549943548
Lamb_office_Gerardo,test,DayWeek,53.61,52.19,1.4200000000000017,2.6487595597836258,26.33635783341203,50.41356122686275,3.130481951928546,5.630684918654199,7.379999999999988,-0.6222282429371959,651.1763879383852,15.040977279906244
Lamb_office_Gerardo,test,LightGBM,53.61,52.19,1.4200000000000017,2.6487595597836258,25.437111528756326,49.80104647760021,2.2312356472728343,4.524903111367715,7.131227128008561,-0.055435154091059397,610.5964888185725,14.103656222221113
Lamb_office_Gerardo,test,XGBoost,53.61,52.19,1.4200000000000017,2.6487595597836258,25.25474263852958,49.71313467606279,2.0488667570460977,4.426037779678343,5.94346849671479,-0.07920262661948566,728.1319050568978,16.818508231554485
Lamb_office_Gerardo,test,CatBoost,53.61,52.19,1.4200000000000017,2.6487595597836258,25.254054679519975,49.33612115495858,2.0481787980364907,3.9004262800647678,5.94346849671479,-0.20037699267412526,784.7200949661185,18.125591372929307
